0	4605
1	9507
2	15855
3	19722
4	41870
5	43886
6	46017
7	47844
8	52325
9	80043
10	95127
11	164828
12	188774
13	189835
14	189991
15	195165
16	206405
17	215927
18	225835
19	226432
20	241749
21	251738
22	271100
23	275328
24	277149
25	280915
26	280994
27	305386
28	308837
29	310553
30	313030
31	324100
32	352274
33	354108
34	365282
35	376102
36	376670
37	389346
38	391668
39	392282
40	430192
41	430641
42	433269
43	443046
44	443798
45	454632
46	464993
47	505182
48	530967
49	531307
50	548769
51	581031
52	592451
53	596593
54	597057
55	612282
56	617233
57	627507
58	629287
59	662221
60	675453
61	686019
62	699696
63	708430
64	721619
65	734295
66	746868
67	746986
68	761300
69	761543
70	781764
71	808010
72	814099
73	822440
74	830141
75	848706
76	872719
77	880852
78	883357
79	899646
80	899802
81	905417
82	909555
83	951315
84	960905
85	967637
86	992397
87	1003870
88	1049131
89	1092030
90	1099802
91	1102219
92	1118541
93	1121959
94	1137423
95	1141210
96	1157684
97	1160206
98	1174212
99	1175298
100	1183665
101	1187138
102	1192164
103	1196224
104	1200945
105	1226867
106	1245340
107	1257788
108	1268775
109	1320687
110	1351752
111	1354457
112	1355163
113	1355514
114	1443707
115	1456306
116	1479568
117	1516879
118	1561573
119	1581253
120	1589757
121	1613860
122	1629065
123	1632182
124	1636034
125	1641709
126	1648549
127	1662191
128	1701708
129	1723204
130	1743320
131	1745920
132	1767917
133	1784250
134	1793135
135	1801660
136	1823064
137	1836511
138	1848394
139	1850255
140	1877545
141	1902872
142	1921588
143	1922660
144	1925986
145	1928395
146	1947432
147	1966735
148	1971141
149	1981725
150	2004880
151	2036976
152	2087004
153	2125089
154	2132711
155	2135383
156	2149775
157	2184545
158	2197358
159	2269089
160	2276074
161	2293663
162	2302801
163	2303707
164	2321252
165	2355400
166	2360219
167	2388115
168	2394712
169	2405095
170	2419132
171	2426469
172	2450724
173	2467956
174	2474785
175	2480620
176	2534966
177	2539912
178	2540865
179	2588544
180	2592186
181	2610724
182	2613432
183	2653708
184	2656126
185	2657118
186	2699952
187	2722730
188	2739017
189	2781204
190	2801145
191	2803198
192	2818286
193	2824186
194	2830045
195	2831913
196	2841861
197	2898894
198	2924134
199	2971882
200	2987914
201	3003364
202	3056136
203	3089115
204	3097109
205	3104849
206	3150213
207	3276886
208	3283852
209	3289505
210	3292067
211	3301702
212	3346251
213	3367850
214	3369870
215	3380108
216	3410338
217	3412056
218	3462296
219	3516337
220	3577499
221	3581599
222	3720454
223	3750198
224	3780104
225	3798612
226	3801086
227	3813760
228	3851390
229	3908793
230	3923682
231	3970613
232	3970730
233	3981466
234	3992173
235	4004674
236	4010417
237	4019319
238	4028839
239	4031970
240	4033806
241	4038911
242	4047665
243	4056153
244	4058158
245	4061448
246	4064826
247	4068193
248	4076070
249	4092182
250	4099518
251	4101805
252	4104125
253	4123668
254	4124607
255	4130052
256	4141589
257	4160608
258	4164984
259	4179309
260	4242118
261	4254228
262	4264650
263	4287427
264	4302045
265	4309215
266	4322298
267	4322889
268	4339842
269	4351183
270	4362390
271	4397662
272	4405392
273	4407910
274	4429535
275	4430876
276	4432739
277	4472751
278	4498119
279	4506073
280	4510145
281	4517696
282	4521707
283	4528725
284	4528857
285	4530042
286	4531280
287	4537092
288	4575257
289	4576418
290	4577782
291	4584351
292	4588055
293	4602263
294	4610292
295	4626487
296	4647051
297	4654613
298	4655291
299	4657992
300	4665924
301	4693391
302	4693666
303	4707928
304	4712392
305	4724304
306	4750791
307	4777552
308	4780363
309	4784299
310	4792177
311	4800084
312	4819740
313	4829542
314	4840577
315	4843557
316	4853710
317	4855368
318	4856224
319	4863038
320	4864440
321	4871159
322	4880106
323	4880411
324	4895557
325	4896460
326	4899593
327	4901143
328	4909574
329	4921948
330	4922082
331	4923324
332	4981802
333	5001481
334	5022470
335	5023651
336	5053375
337	5075986
338	5085271
339	5100685
340	5101941
341	5124864
342	5188418
343	5209920
344	5237613
345	5268612
346	5287876
347	5316388
348	5324124
349	5329801
350	5332623
351	5336590
352	5337786
353	5343935
354	5359765
355	5388228
356	5400463
357	5422934
358	5429594
359	5444425
360	5447759
361	5459901
362	5467016
363	5467274
364	5474350
365	5476602
366	5490798
367	5518804
368	5561750
369	5593406
370	5626980
371	5681781
372	5691862
373	5699542
374	5716644
375	5717438
376	5728261
377	5740404
378	5754244
379	5779574
380	5791819
381	5795714
382	5816614
383	5847235
384	5857645
385	5873027
386	5884929
387	5889141
388	5922359
389	5936373
390	5950314
391	5967587
